'cnes','id','municipio_id','nome'
'2592592','1177','107','UNIDADE MISTA DE LUCENA'
'6945015','1178','197','VIGILANCIA SANITARIA SAO SEBASTIAO DO UMBUZEIRO'
'3398382','1179','94','FONOAUDIOLOGICA LTDA'
'3456404','1180','135','UNIDADE DE SAUDE DA FAMILIA DR LEOMAR SILVA'
'3537013','1181','50','UBS JARDIM AMERICA I'
'3637700','1182','50','JOSIMERE BARROS PONTES'
'3696464','1183','94','CONSULTORIO ODONTOLOGICO CRISTIANE DE ALBUQUERQUE LUCENA'
'3864243','1184','50','JALUSA BRITO SAORES'
'7329326','1185','20','ECOANALISES'
'7355270','1186','118','CENTRO DE SAUDE JACINTA DOCIANA DA SILVA'
'7354274','1187','140','VIGILANCIA SANITARIA DE PEDRO REGIS'
'7336535','1188','158','POSTO ANCORA DO SEIXOS'
'7336519','1189','158','UNIDADE DE SAUDE DA FAMILIA PSF II QUIXABA'
'7336608','1190','158','VIGILANCIA SANITARIA DE RIACHAO'
'7333633','1191','169','NASF SANTA INES'
'7707592','1192','91','UNID DE SAUDE DA FAMILIA PSF V'
'7638078','1193','29','LRPD DE BOA VENTURA PB'
'3128377','1194','50','HOSPITAL GARDEN'
'3134768','1195','50','PRONTANALISE'
'3188515','1196','94','CLINICA MEDICA ALERGOCARDIO'
'7084080','1197','94','CENTRO DE PSIQUIATRIA DE JOAO PESSOA'
'7145624','1198','50','IMAGO DIAGNOSTICO POR IMAGEM AVANCADO'
'5340012','1199','94','CONSULTORIO ODONTOLOGICO CLAUDIA MARIA DE MEDEIROS FARIAS'
'7156065','1200','94','HARMONIA CORPORAL'
'7157576','1201','94','BIOFACE'
'2343444','1202','171','UNIDADE DE PSF FARM ANTONIO AZEVEDO'
'2356813','1203','94','CLINICA E CONSULTORIA DE IMAGEM DR ROBERTO NEY LTDA'
'2798638','1204','94','USF INTEGRADA VARADOURO'
'3063291','1205','94','USF INTEGRADA SAUDE E VIDA'
'3255840','1206','94','CONSULTORIO ODONTOLOGICO IVANA MARIA DE A BEZERRA'
'3344630','1207','94','CONSULTORIO ODONTOLOGICO IVON PAULO CRUZ'
'3576477','1208','94','CONSULTORIO ODONTOLOGICO ISABELLA CAVALCANTI DA ROCHA'
'3740765','1209','94','CONSULTORIO ODONTOLOGICO SAMIA CEZAR GUEDES DE OLIVEIRA'
'5407354','1210','94','CENTRO DE ENDOSCOPIA GINECOLOGICA LTDA'
'7506317','1211','100','PSF V UNIDADE BASICA DE SAUDE DA FAMILIA ZONA URBANA'
'7173245','1212','50','CONSULTORIO DE PSICOLOGIA RENALLY XAVIER DE MELO'
'7173377','1213','50','MF SERVICOS MEDICOS'
'7175914','1214','94','CONSULTORIO DE NUTRICAO FATIMA BRAUN'
'7162839','1215','94','CONSULTORIO ODONTOLOGICO DR ALEXANDRE LOPES NOBREGA'
'7163746','1216','5','SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192 ALAGOINHA'
'7157002','1217','20','LABORATORIO DE PROTESE DENTARIA DE BANANEIRAS'
'7199791','1218','38','SAMU CAAPORA BASICA'
'7261314','1219','3','SAMU II ALAGOA GRANDE'
'7247346','1220','56','CLINICA MEDICA DR DINIZ'
'7258828','1221','58','SAMU 192 USA DE CONCEICAO PB'
'7252153','1222','62','BIOVIDA'
'7246056','1223','90','SAMU'
'7231636','1224','59','CENTRAL DE REGULACAO E MARCACAO DE EXAMES DE CONDADO'
'7203802','1225','50','LC BARBOZA'
'7196245','1226','94','SOS OFTALMO'
'7196261','1227','94','STUDIO PILATES KARINA MAIA E REBECCA LOUREIRO'
'7215444','1228','39','POSTO DE SAUDE DO POCO COMPRIDO'
'7214537','1229','170','FARMACIA BASICA MUNICIPAL'
'7177135','1230','211','FARMACIA BASICA CENTRAL'
'7209037','1231','59','LAB VITA POSTO DE COLETA CONDADO PB'
'7218648','1232','106','VIGILANCIA SANITARIA MUNICIPAL'
'7213239','1233','44','FARMACIA BASICA MUNICIPAL DE CACIMBAS'
'7213557','1234','163','CENTRO DE ESPECIALIDADES DE RIO TINTO'
'7188609','1235','196','NUCLEO DE APOIO A SAUDE DA FAMILIA'
'7169760','1236','94','CONSULTORIO MEDICO DR RENATA MOREIRA MONTENEGRO ALMEIDA'
'7172311','1237','86','NASF NUCLEO DE APOIO A SAUDE DA FAMILIA'
'7190425','1238','1','FARMACIA BASICA DE AGUA BRANCA PB'
'7193491','1239','94','PRECISA LABORATORIO DE PESQUISAS MEDICAS'
'7195273','1240','123','LABORATORIO DE ANALISES CLINICAS SANTA SOPHIA'
'7236042','1241','46','CENTRO DE ESPECIALIDADES EM REABILITACAO DE CAJAZEIRAS CER'
'7249071','1242','50','HOSPITAL DA VISAO DE CAMPINA GRANDE'
'2603721','1243','58','CENTRO DE SAUDE DE CONCEICAO'
'7248962','1244','219','NASF UMBUZEIRO'
'7343361','1245','94','CLINICA JOSENILDO RODRIGUES'
'7342802','1246','94','JPTRAN CENTRO DE AVALIACAO PSICOLOGICA'
'7342799','1247','94','ODONTOCLINIC'
'2603594','1248','151','USF I PEREIROS'
'2606534','1249','147','USF ACAU COLONIA'
'2607018','1250','3','UBSF X TACHO'
'2504413','1251','46','ODONTOFISIO'
'2504502','1252','46','HOSPITAL UNIVERSITARIO JULIO MARIA BANDEIRA DE MELLO'
'2504626','1253','46','UNIDADE SAUDE DA FAMILIA FRANCISCO ALVES MUTIRAO I'
'2504707','1254','46','UNIDADE DE VIGILANCIA EPIDEMIOLOGICA'
'2504723','1255','46','CONSULTORIO ODONTOLOGICO MARIA DE FATIMA GONCALVES'
'2504863','1256','46','BANCO DE LEITE HUMANO BLH'
'2504898','1257','46','UNIDADE SAUDE DA FAMILIA DR VITAL ROLIM PADRE CICERO'
'2505029','1258','46','UBS JOSUE DE SOUSA ROLIM DIVINOPOLIS'
'2592088','1259','151','CENTRO DE SAUDE AVELINO QUEIROGA'
'2592886','1260','147','USF TAQUARA'
'5005361','1261','94','PRO MULHER'
'695173','5795','94','INTENSIVEMED'
'5008360','1262','94','CONSULTORIO MEDICO DR MARLY COUTINHO BELTRAO'
'5014999','1263','50','CAPSI CENTRO CAMPINENSE DE INTERVENCAO PRECOCE'
'5023238','1264','94','CONSULTORIO MEDICO DR TULIO AUGUSTO DE MEDEIROS TORMES'
'5024668','1265','94','CENTRO DE ESTUDOS E INTEGRACAO HUMANA'
'5043123','1266','135','REGULACAO MEDICA SAMU 192'
'5044545','1267','94','CONSULTORIO MEDICO DR DANIELLE MEDEIROS MARQUES'
'5053137','1268','50','UBS ANA AMELIA VILAR CANTALICE'
'5053226','1269','50','UBS JEREMIAS II'
'5053242','1270','50','UBS MONTE SANTO'
'5053250','1271','50','UBS MALVINAS I'
'5053269','1272','50','UBS MALVINAS III EQUIPE I'
'5053285','1273','50','UBS MALVINAS II'
'5057612','1274','50','BRENO DE MEDEIROS LUCENA'
'5065364','1275','94','CONSULTORIO DE NUTRICAO VIRGINIA DE CASSIA CAHINO FERRREIRA'
'5065852','1276','94','CONSULTORIO DE PSICOLOGIA REJANE DE FATIMA PEREIRA TORRES'
'5078180','1277','94','CLINICA ODONTOLOGICA JOSE ALVES XAVIER JUNIOR'
'5093090','1278','94','CONSULTORIO DE FONOAUDIOLOGIA ENOLLA M M F DE OLIVEIRA'
'5098882','1279','171','UNIDADE DE PSF CELIA SANTIAGO'
'5099153','1280','171','UNIDADE DE PSF VIDAL DE NEGREIROS'
'5102448','1281','94','CENTRIMUNE'
'5103630','1282','94','CLINOP SERVICOS MEDICOS LTDA'
'5149770','1283','94','CONSULTORIO ODONTOLOGICO ROBERTO ANTONIO ALVES DE ARAUJO'
'5150205','1284','94','CONSULTORIO ODONTOLOGICO ROSEMARY MOTA VITAL'
'5152437','1285','94','CONSULTORIO MEDICO DE OFTALMOLOGIA DR ALCIDES DA S DINIZ'
'5158613','1286','94','CONSULTORIO ODONTOLOGICO JUDITH JUNIA CATAO'
'5160847','1287','94','FISIOVIDA'
'3344681','1288','94','CONSULTORIO MEDICO DR WALTER BANDEIRA'
'3344711','1289','94','CONSULTORIO ODONTOLOGICO ADELINA SOUTO'
'3344738','1290','94','INSTITUTO DE ENDOCRINOLOGIA MEDICINA NUCLEAR DA PARAIBA'
'3344746','1291','94','CONSULTORIO ODONTOLOGICO ARLINDO CARLOS DE SOUSA'
'3347133','1292','94','CONSULTORIO ODONTOLOGICO MARIA ANTONIETA PERAZZO C CAMPOS'
'3347141','1293','94','CONSULTORIO MEDICO DR TANIA MARIA GUEDES P DE ALBUQUERQUE'
'3347184','1294','94','ORTOGEO CONSULTORIO DE ODONT DE ORTODONTIA LTDA'
'3347214','1295','94','CONSULTORIO MEDICO DR ADRIANA LEITE LISBOA LINS'
'3347516','1296','94','CONSULTORIO DE PSICOLOGIA MARIA DE FATIMA L LOPES'
'3347575','1297','94','CONSULTORIO MEDICO DR ALDA LUCIA SANTOS MOREIRA'
'3347591','1298','94','CONSULTORIO MEDICO DR TANIA COELI MENEZES DE OLIVEIRA'
'3352633','1299','94','CONSULTORIO MEDICO DR JURACY MARQUES DE MEDEIROS'
'3352641','1300','94','CONSULTORIO MEDICO DR KARINA MARIA AZEVEDO BRIGEL'
'3352684','1301','94','DERMOCLIN'
'3352692','1302','94','CONSULTORIO MEDICO DR LUCIA LEONIA SOARES BEZERRA'
'3353621','1303','94','CONSULTORIO MEDICO DR ANA EMILIA LINS SILVA'
'3353648','1304','94','CONSULTORIO MEDICO DR DARCY DE FATIMA L DE LUCENA'
'3354415','1305','171','FISIOTERAPIA REABILITACAO E ESTETICA ERA'
'3354822','1306','94','CONSULTORIO MEDICO DR LUCIA DE FATIMA DE PAIVA GADELHA'
'3355527','1307','50','MARIA VERONICA C DE ANDRADE'
'3356078','1308','94','CONSULTORIO MEDICO DR ANA MARIA COUTINHO DE PAIVA'
'3356310','1309','94','CONSULTORIO MEDICO DR MAYOVITCH MAIA DUARTE'
'3357945','1310','50','MANOEL LEONARDO GOMES DE ALMEIDA'
'3361519','1311','50','MARIA DE LOURDES ALBUQUERQUE DE QUEIROGA'
'3362701','1312','50','JOSE MARIA CANDIDO COSTA'
'3363473','1313','94','CONSULTORIO ODONTOLOGICO STENIEL FERREIRA PATRICIO'
'3363481','1314','94','CONSULTORIO MEDICO DR RONALDO BEZERRA DE QUEIROZ'
'3365166','1315','94','CONSULTORIO MEDICO DR GILBERTO MEIRA DE VASCONCELOS'
'3365727','1316','94','CONSULTORIO DE PSCOLOGIA VERA LUCIA DE ALMEIDA B PEREZ'
'2504456','1317','46','CLINICA ODONTOLOGICA DR EUGENIA ROLIM MEIRA'
'2504731','1318','46','CONSULTORIO ODONTOLOGICO MARIA EUNICE DE SOUZA'
'2606054','1319','155','UBSF CAIXA DAGUA'
'3081176','1320','50','CENTRO DE DIAGNOSTICO'
'3088928','1321','94','CARDIOCLIN'
'3092275','1322','94','FISIOCLINIC'
'3093042','1323','94','CLINICA SAO FRANCISCO LTDA'
'3094316','1324','94','CENTRO ESPECIALIZADO DA VISAO DRA SILVANA TRIGUEIRO'
'3102246','1325','135','CLINICA GINECAN'
'3110850','1326','94','CLINICA OTORRINOLARINGOLOGIA LEONARDO F SILVA'
'3112691','1327','94','DIAGSON'
'3112799','1328','94','UNICOR'
'3112853','1329','94','CLINICA DO CORACAO'
'3113531','1330','94','CLINICA DE REUMATOLOGIA MEDICINA FISICA E REABILITACAO DA PB'
'3114090','1331','94','UNIFISIO UNIDADE DE FISIOTERAPIA'
'3114104','1332','94','UNIFISIO'
'3114783','1333','94','NEUROCENTRO'
'3118851','1334','94','CENDAL'
'3118916','1335','94','LABORATORIO MAURILIO DE ALMEIDA'
'3119017','1336','94','UNIQUE DIAGNOSTICO POR IMAGEM'
'3119092','1337','94','LABORATORIO ROSEANNE DORE SOARES'
'3119106','1338','94','CARDIOCENTER'
'3120244','1339','210','CENTRO DE FISIOTERAPIA'
'3120309','1340','210','FISIOLASER'
'3123227','1341','210','FISIOCLINICA'
'3123391','1342','94','CARDIO LOGICA METODOS GRAFICOS NAO INVASIVOS'
'3123405','1343','94','CLINICA SANTA MADRE'
'3127168','1344','50','CLINICA DE FRATURAS'
'3127273','1345','50','LITOCENTRO'
'3127311','1346','50','PRONTO SOCORRO DE FRATURAS DE CAMPINA GRANDE'
'3129276','1347','94','CLINICA NEUROLOGICA ERASMO BARROS DA SILVA LTDA'
'3129527','1348','50','CTO'
'3129713','1349','50','CLINICA DR WANDERLEY'
'3131599','1350','171','LACLABORATORIO DE ANALISE CLINICA DE SANTA RITA'
'3131645','1351','171','LABORATORIO SANTA LUCIA'
'3133567','1352','50','CLINICA DR SATURNINO NOBREGA'
'3133648','1353','50','CAMPIMAGEM'
'2343371','1354','171','UNIDADE DE PSF USINA SAO JOAO'
'2592509','1355','3','HOSPITAL MUNICIPAL MINISTRO OSVALDO TRIGUEIRO'
'2592568','1356','151','HOSPITAL DISTRITAL SENADOR RUY CARNEIRO'
'2356708','1357','40','USF CAMALAU'
'2356724','1358','40','USF CENTRO'
'2356805','1359','94','CENTRO TRATAMENTO DA VISAO'
'2356902','1360','25','UBS CENTRO I'
'2342162','1361','40','USF SALINAS RIBAMAR'
'2342421','1362','25','UBS RIO DO MEIO I'
'2342448','1363','25','UBS TAMBAY'
'2342456','1364','25','UBS IMACULADA I'
'3386287','1365','171','WELLINGTON FRANCISCO PEREIRA'
'3387631','1366','94','CONSULTORIO MEDICO DR JOSE DE ANCHIETA A FILHO'
'3393771','1367','94','FONOCLIN'
'3398315','1368','94','PROCARDIO HOSPITAL MEMORIAL SAO FRANCISCO'
'3404900','1369','94','CLINICA CIRURGICA GILSON DO VALE LTDA'
'3404927','1370','94','CONSULTORIO MEDICO DR GRINBERG MEDEIROS BOTELHO'
'3412644','1371','94','CONSULTORIO MEDICO DR ALBA LUCIA EULALIO RAPOSO'
'3412652','1372','94','CONSULTORIO MEDICO DR MARIA ANAILDES F SARMENTO'
'3412660','1373','94','CONSULTORIO ODONTOLOGICO ADRIANA CARLA RODRIGUES MENDES'
'3412687','1374','94','PREVENCOR'
'3412695','1375','94','CONSULTORIO MEDICO DR ADRIANO NUNES'
'7179758','1376','94','GERENCIA DA VIGILANCIA AMBIENTAL E ZOONOZES'
'3418049','1377','94','CONSULTORIO MEDICO DR MARIA CLAUDIA ATHAYDE DE OLIVEIRA'
'3133753','1378','50','CLINICA MATERNO INFANTIL'
'3134040','1379','94','INSTITUTO PARAIBANO DE UROLOGIA'
'3136051','1380','210','ISO INSTITUTO SOUSENSE DE OFTALMOLOGIA'
'3136442','1381','50','CLINICA OTORRINOPNEUMOLOGIA I'
'2755815','1382','94','PROMEDICA CLINICA ANAL MEDICA'
'2755831','1383','94','LABORATORIO SERVCIT DRA SALETE'
'2755866','1384','94','SESC SERVICO MEDICO DE APOIO'
'2755947','1385','94','USF INTEGRADA ROGER'
'2755963','1386','94','USF INTEGRADA ILHA DO BISPO'
'2755971','1387','94','USF ALTO DO CEU II'
'7324731','1388','135','JAIRO PROTESE DENTARIA'
'3766853','1389','94','CONSULTORIO ODONTOLOGICO MARIA DO SOCORRO ABRANTES SARMENTO'
'3768066','1390','50','MARIA APARECIDA FIRMINO'
'3768821','1391','50','IOR'
'3773833','1392','94','CONSULTORIO MEDICO DR LUCY DE FATIMA COSENTINO PAIVA'
'3774023','1393','94','CONSULTORIO ODONTOLOGICO DALVA HELENA COSTA SANTOS MARQUES'
'3775364','1394','94','CONSULTORIO ODONTOLOGICO ROMULO LUCENA RANGEL TRAVASSOS'
'3783596','1395','94','CONSULTORIO MEDICO GINECOLOGICO DR MARIA DA PENHA S SILVA'
'3783618','1396','210','REGULACAO MEDICA SAMU 192'
'3783871','1397','94','CONSULTORIO ODONTOLOGICO ANA MARIA CALUMBI LIANZA DIAS'
'3786536','1398','94','CONSULTORIO MEDICO DR FERNANDO JOSE LIANZA DIAS'
'3789381','1399','94','CONSULTORIO MEDICO DERMATOLOGICO DR MARIA DA PAZ C TAVARES'
'3789691','1400','94','CONSULTORIO MEDICO DR JOANA DARC MORAIS DA SILVEIRA FRADE'
'3803376','1401','94','CONSULTORIO DE PSICOLOGIA CLEZIVALDO PONTES DE SOUZA'
'3805514','1402','94','CONSULTORIO MEDICO DR ALEXANDRE MEDEIROS DOS SANTOS'
'3819132','1403','50','ANDRE DE ARAUJO SACCHI'
'3824756','1404','94','CONSULTORIO ODONTOLOGICO MARGARETH ALVES NOBREGA'
'3828417','1405','94','CONSULTORIO MEDICO DE GINECOLOGIA DR MARIA NEIRISMAR DIAS'
'3844811','1406','94','INST DE CIRURUGIA VASCULAR E ENDOVASC DA PARAIBA S S LTDA'
'3845907','1407','50','SAYONARA BARBOSA DE LIMA'
'3870944','1408','94','CONSULTORIO MEDICO DE ONCOLOGIA CLINICA DR RICARDO MENDONCA'
'3871002','1409','94','CENTRO DE REABILITACAO E CUIDADO DA PESSOA COM DEFICIENCIA'
'3886336','1410','171','ESPACO FISIO'
'3886689','1411','50','SECRETARIA DE SAUDE DE CAMPINA GRANDE'
'3899373','1412','94','CONSULTORIO MEDICO DR NORMA CALUMBI NOBREGA DIAS'
'3911446','1413','50','ANGIOCLINICA SINHA MARCAL'
'3920119','1414','94','CONSULTORIO MEDICO DR KARLA VALERIA MIRANDA DE CAMPOS'
'3924580','1415','94','CONSULTORIO MEDICO DR GIOVANNA BRONZEADO CAVALCANTI'
'3937577','1416','50','MARIA SALETE COSTA DE ALENCAR'
'3937941','1417','94','CONSULTORIO MEDICO DR TATIANA LUCENA DE OLIVEIRA'
'3946290','1418','94','CONSULTORIO ODONTOLOGICO HELOISA PESSOA XAVIER'
'3951286','1419','94','CONSULTORIO ODONTOLOGICO MARCUS HERMANO R B SOBREIRA'
'3957268','1420','94','CONSULTORIO MEDICO DR SIMONE FERNANDES FURTADO TRAJANO'
'3967743','1421','94','CONSULTORIO ODONTOLOGICO JULIO CEZAR NASCIMENTO SOUSA'
'3975711','1422','94','INTERDENTAL ODONTOLOGIA INTEGRADA LTDA'
'3978834','1423','94','CLINICA DE FONOAUDIOLOGIA FERNANDA TAVARES LTDA'
'3978907','1424','94','CONSULTORIO MEDICO DR GIZELLE BARCELLOS DAMAZIO BANDEIRA'
'3978915','1425','94','CONSULTORIO MEDICO DR HERSON ALMEIDA DO REGO'
'3978974','1426','94','CONSULTORIO ODONTOLOGICO WALKIRIA RAMALHO DE VASCOCELOS'
'3978982','1427','94','CONSULTORIO ODONTOLOGICO SILVANA GONDIM GUEDES PEREIRA'
'3979008','1428','94','CONSULTORIO ODONTOLOGICO MARIA EDINEIDE GOMES MACHADO'
'3980235','1429','94','CONSULTORIO MEDICO DE PNEUMOLOGIA DR ELIAURIA ROSA MARTINS'
'3985628','1430','94','CONSULTORIO ODONTOLOGICO ANDREA PEREIRA BARBOSA'
'2342758','1431','40','USF LEONOR VIANA'
'2342898','1432','171','UNIDADE DE PSF FLAVIO MAROJA'
'2342952','1433','25','UNIDADE DE VIGILANCIA SANITARIA'
'2343002','1434','40','USF PE ALFREDO BARBOSA'
'2343061','1435','40','UNIDADE DE VIGILANCIA SANITARIA DE CABEDELO'
'2343142','1436','94','USF PENHA'
'2343479','1437','94','FUNAD'
'2356562','1438','171','UNIDADE DE PSF JOSE VICENTE DE PONTES'
'2356570','1439','171','UNIDADE DE PSF PAULO VI'
'2356597','1440','171','UNIDADE DE PSF JOAO BATISTA DO NASCIMENTO'
'2356619','1441','171','UNIDADE DE PSF FRANCISCA LIRA DE CARVALHO'
'2356694','1442','40','USF MONTE CASTELO'
'7221274','1443','94','CENTRO PARAIBANO DE QUIROPRAXIA'
'7228414','1444','94','CONSULTORIO ODONTOLOGICO ALEXSANDRA FLAVIA N DE A LONGO'
'7229380','1445','94','CERAC'
'7221266','1446','94','INTENSIFISIO'
'7213980','1447','24','AMBULANCIA DE TRANSPORTE II'
'7213999','1448','24','AMBULANCIA DE TRANSPORTE III'
'7208774','1449','104','POSTO DE SAUDE SITIO JUREMA'
'7184832','1450','116','UNIDADE DE SUPORTE BASICO DO SAMU 192 DE MATARACA'
'7173431','1451','6','SAMU 192 BASE DESCENTRALIZADA DE ALCANTIL'
'7179200','1452','108','LABORATORIO MUNICIPAL DE ANALISES CLINICAS'
'7066821','1453','214','BIOCLINCA'
'7210574','1454','195','LABORATORIO REGIONAL DE PROTESE DENTARIA DE SAO M DE TAIPU'
'7210582','1455','195','LABORATORIO MUN DE ANALISES CLINICAS DE S M DE TAIPU'
'7199600','1456','17','CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS'
'2321742','1457','1','UNIDADE DE SAUDE DA FAMILIA DE LAGOINHA'
'2606909','1458','3','UBSF II CRUZEIRO'
'2342316','1459','4','POSTO DE SAUDE ANCORA DE BOA VISTA'
'6824056','1460','4','LABORATORIO DE PROTESE DENTARIA'
'2607107','1461','6','UNIDADE BASICA DE SAUDE DA FAMILIA DE ALCANTIL PSF I'
'2342340','1462','7','UBSF BALBINA MARIA DA CONCEICAO'
'2363542','1463','9','UNIDADE BASICA DE SAUDE SAO SEBASTIAO'
'2357313','1464','10','PSF I DE APARECIDA'
'2356643','1465','11','UBS PSF VIII ASSENT MARIA PRETA'
'2608022','1466','13','CENTRO DE SAUDE DE ARARUNA'
'2321254','1467','15','UNIDADE DE SAUDE DA FAMILIA DE AREIA DE BARAUNAS'
'2605813','1468','17','UBSF III CONJUNTO CEHAP'
'2592436','1469','18','ESTRATEGIA SAUDE DA FAMILIA RITA DE SOUZA'
'2357283','1470','19','UNIDADE DE SAUDE DA FAMILIA CACIQUE DANIEL SANTANA'
'2364417','1471','21','ESF I SEVERINO LUIZ FERNANDES'
'2364395','1472','22','POSTO DE SAUDE TANCREDO NEVES ESF V'
'2341794','1473','22','POSTO DE SAUDE ANADITA OLIVEIRA LINS ESF II'
'2341956','1474','24','UBSF MARIA BRAZ CANDIDO'
'2342391','1475','25','UBS SAO LOURENCO I'
'2608189','1476','26','UNIDADE DE SAUDE DA FAMILIA N S DA CONCEICAO PSF V'
'7206224','1477','170','SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192 BASICO'
'2606127','1478','27','LABORATORIO DR GENIVAL LACERDA DA CUNHA'
'2607662','1479','30','UBSF I DRA MARIA EUGENIA FARIAS ALMEIDA'
'2607689','1480','30','UBSF II NANCI GUEDES DA SILVA'
'6430198','1481','30','SECRETARIA MUNICIPAL DE SAUDE'
'2607670','1482','30','POLICLINICA ANTONIO PEREIRA DE ALMEIDA'
'6633870','1483','30','UNIDADE DE VIGILANCIA EM SAUDE'
'2321955','1484','31','UNIDADE SAUDE DA FAMILIA ELIZA BANDEIRA DE MELO'
'2606151','1485','32','PSF DISTRITO DE SERRINHA'
'2321963','1486','33','HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE'
'2591804','1487','35','UNIDADE BASICA DE SAUDE PSF II'
'3931188','1488','36','FRANCISCO ALVES FEITOSA USF IV'
'2342715','1489','36','HOSPITAL MUNICIPAL DRODILON MAIA FILHO'
'2341611','1490','37','PSF 2'
'2592576','1491','39','UNIDADE DE SAUDE DA FAMILIA 2'
'6291457','1492','40','CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD'
'2322080','1493','41','UNIDADE BASICA SAUDE DA FAMILIA III RURAL'
'2321351','1494','42','USF I DE CACIMBA DE AREIA SEU DITINHA'
'2608278','1495','43','PSF SANTO ANTONIO'
'2321270','1496','44','ESTRATEGIA SAUDE DA FAMILIA MARIA NAZARE DA CUNHA'
'2341387','1497','45','UBS REGINA MOREIRA GOMES ESF II'
'2342812','1498','45','CENTRO DE SAUDE DE CAICARA NOSSA SENHORA DO ROSARIO'
'2591758','1499','45','UBS TARCISIO ALVES SOARES ESF I'
'6430317','1500','45','SECRETARIA MUNICIPAL DE SAUDE DE CAICARA'
'3412520','1501','45','UBS CICERO FIRMINO PEREIRA ESF III'
'6762417','1502','45','UNIDADE VIGILANCIA SANITARIA'
'6997708','1503','45','SAMU 192 CAICARA'
'2357682','1504','46','CENTRO MEDICO DR SABINO ROLIM GUIMARAES'
'2592169','1505','47','ESF I MARIA UMBELINA DA CONCEICAO'
'2313634','1506','50','RADCLIN'
'2362376','1507','50','CENTRO DE SAUDE SAO JOSE DA MATA'
'2792788','1508','50','UBS PAUS BRANCOS'
'2362724','1509','50','UBS DJALMA BARBOSA'
'2591715','1510','212','PSFI CACHOEIRINHA'
'2592924','1511','51','UBSF SEBASTIANA FRANCISCA DOS SANTOS'
'2363526','1512','52','UBSF SEVERINO VIRGINIO DA SILVA'
'2321947','1513','53','UNIDADE DE SAUDE DA FAMILIA DE CARRAPATEIRA'
'2592991','1514','54','POSTO DE SAUDE DE CASSERENGUE'
'3470385','1515','54','UNIDADE BASICA DE SAUDE DO PSFPITSIICABECUDO'
'6382290','1516','54','EMILIA LOPES DA SILVA'
'3470393','1517','54','UNIDADE BASICA DE SAUDEPSFPITSIIICINCO LAGOAS'
'6378757','1518','56','CORPORALLE'
'2356635','1519','56','UBS JOSE RAFAEL SOBRINHO'
'5485738','1520','56','CONSULTORIO ODONTOLOGICO DR SELDA SOARES'
'6974597','1521','58','SAMU 192 USB CONCEICAO PB'
'2603748','1522','58','HOSPITAL E MATERNIDADE CACULA LEITE'
'7017286','1523','58','ANACLIMED'
'2701677','1524','58','CENTRO DE ESPECIALIDADES MEDICAS DE CONCEICAO'
'3539660','1525','58','UNID BAS PSF CABACAS DOS MARTINSSACO'
'2605066','1526','58','UNID BAS PSF SAO GERALDO'
'2321203','1527','59','USF I MARIA DALVA RAMALHO'
'2341131','1528','60','UNIDADE DE SAUDE FAMILIA POUSADA DO CONDE'
'2592339','1529','62','LABORATORIO DE ANALISES CLINICAS'
'2363534','1530','63','UNIDADE BASICA DE SAUDE CICERO ZECA'
'2341549','1531','64','UNIDADE DE SAUDE DA FAMILIA ALBERTO BATISTA GOMES'
'2592851','1532','67','CENTRO DE ESPECIALIDADES SEBASTIANA DE SOUZA CABRAL'
'2342588','1533','69','UNIDADE DE SAUDE DA FAMILIA TORROES'
'2604590','1534','70','UNIDADE MISTA DE CURRAL VELHO'
'2364425','1535','71','UBS FLORENTINA HONORATO DA COSTA'
'2592320','1536','73','UNIDADE BASICA DE SAUDE III'
'2591774','1537','74','PRONTO ATENDIMENTO'
'2322706','1538','77','HOSPITAL MUNICIPAL DE ESPERANCA DR MANUEL CABRAL DE ANDRADE'
'6373224','1539','77','LABORATORIO MUNICIPAL DE ESPERANCA'
'5081521','1540','77','ADRIANO COELHO DE VASCONCELLOS'
'5079306','1541','77','CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE ESPERANCA'
'5232821','1542','77','UBSF CENTRO PSF XI'
'2322552','1543','77','LAC LABORATORIO DE ANALISES CLINICAS'
'6929478','1544','77','SAMU 192 BASE DESCENTRALIZADA DE ESPERANCA'
'6711995','1545','77','LABCENTER'
'2342820','1546','79','UNIDADE MISTA DE SAUDE DE FREI MARTINHO'
'2605872','1547','80','ESF JOSE EDVALDO ARAUJO'
'6219713','1548','81','CONSULTORIO ODONTOLOGICO DRA CLEONILDA'
'2341336','1549','82','USF I SANTO ANTONIO'
'2321688','1550','86','ESTRATEGIA SAUDE DA FAMILIA ZONA URBANA'
'2604922','1551','86','ESTRATEGIA SAUDE DA FALIMIA SANTO AGOSTINHO'
'2364093','1552','87','USF VII CHA DOS PEREIRAS'
'2363925','1553','88','LABORATORIO DE ANALISES CLINICAS DR TANCREDO MARIZ'
'2608553','1554','88','UBSF BOTAFOGO'
'2341204','1555','89','HOSPITAL DISTRITAL DE ITAPORANGA DR JOSE GOMES DA SILVA'
'2356554','1556','90','UNIDADE DE SAUDE DA FAMILIA IPIOCA DE BAIXO'
